datetime,main_aqi,components_co,components_no,components_no2,components_o3,components_so2,components_pm2_5,components_pm10,components_nh3,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,wind_speed_10m,wind_direction_10m,shortwave_radiation
2024-07-01 00:00:00,3.0,607.49,0.0,6.43,94.41,6.62,30.69,34.05,9.5,27.241499,84.45957,24.3915,0.0,970.642,14.799459,108.43504,0.0
2024-07-01 01:00:00,3.0,667.57,0.01,6.94,91.55,6.08,32.31,35.33,9.88,27.6415,86.541534,25.1915,0.0,970.57684,9.028754,85.42616,22.0
2024-07-01 02:00:00,3.0,761.03,0.31,10.2,75.82,6.5,34.77,38.13,10.77,28.8415,82.89082,25.6415,0.0,970.7713,10.308831,102.09474,109.0
2024-07-01 03:00:00,3.0,801.09,1.31,12.34,69.38,6.97,33.64,37.25,10.39,30.8915,74.55042,25.8415,0.0,971.0323,11.177405,104.93147,250.0
2024-07-01 04:00:00,3.0,687.6,1.38,9.85,87.98,7.03,27.17,31.02,8.74,32.9415,66.17864,25.7915,0.0,971.29156,11.298495,112.47948,443.0
2024-07-01 05:00:00,3.0,587.46,0.99,7.54,115.87,7.99,24.98,29.27,8.11,34.4915,61.04414,25.8915,0.0,970.92413,11.4862,122.1957,595.0
2024-07-01 06:00:00,4.0,534.06,0.75,6.34,144.48,9.78,26.43,31.34,8.23,35.9915,55.851707,25.7915,0.0,970.4545,9.931042,133.53127,719.0
2024-07-01 07:00:00,4.0,447.27,0.61,5.23,144.48,9.54,23.26,34.59,6.65,37.1915,51.52825,25.5415,0.0,969.4726,7.386582,133.02507,784.0
2024-07-01 08:00:00,4.0,433.92,0.64,5.65,144.48,10.01,22.84,40.08,6.27,37.9915,48.174427,25.1415,0.0,968.4595,4.198285,149.03632,769.0
2024-07-01 09:00:00,4.0,453.95,0.68,6.94,154.5,11.68,24.32,46.37,6.52,38.7915,45.72396,24.991499,0.0,967.73895,1.484318,165.96373,709.0
2024-07-01 10:00:00,4.0,487.33,0.72,9.0,164.51,14.42,26.58,53.52,6.84,39.2415,43.3161,24.491499,0.0,966.89435,1.609969,26.564985,600.0
2024-07-01 11:00:00,4.0,507.35,0.68,10.71,165.94,15.74,27.87,57.63,7.41,39.4915,41.227554,23.8915,0.0,966.132,1.609969,26.564985,434.0
2024-07-01 12:00:00,4.0,520.71,0.57,12.85,157.36,15.5,27.62,57.21,8.23,39.4415,40.843906,23.6915,0.0,965.5427,0.35999998,360.0,296.0
2024-07-01 13:00:00,4.0,534.06,0.32,15.25,140.19,13.95,25.92,52.34,9.5,35.7915,54.008057,25.0415,0.0,966.8287,5.1919937,56.309914,150.0
2024-07-01 14:00:00,3.0,534.06,0.05,15.77,117.3,11.68,23.41,46.09,11.02,34.841503,57.602467,25.241499,0.0,967.2436,7.2359104,84.2895,43.0
2024-07-01 15:00:00,2.0,514.03,0.0,14.05,98.71,9.66,21.42,41.78,12.41,33.7415,61.059746,25.1915,0.0,967.7441,11.792404,102.33907,0.0
2024-07-01 16:00:00,2.0,494.0,0.0,12.68,85.83,7.75,19.56,37.27,14.31,32.9415,63.861397,25.1915,0.0,968.4624,11.885453,125.13428,0.0
2024-07-01 17:00:00,2.0,487.33,0.0,11.82,82.97,7.09,19.05,34.36,14.95,32.2915,67.43732,25.491499,0.0,968.89923,12.218805,135.0001,0.0
2024-07-01 18:00:00,2.0,467.3,0.0,10.8,89.41,6.79,19.83,33.32,14.06,31.741499,70.610344,25.741499,0.0,969.1486,9.931042,133.53127,0.0
2024-07-01 19:00:00,2.0,447.27,0.0,9.08,97.27,6.44,20.53,31.66,12.29,31.3415,73.09445,25.9415,0.0,968.5319,8.854829,116.56499,0.0
2024-07-01 20:00:00,2.0,420.57,0.0,7.28,97.27,5.96,19.79,28.1,11.4,30.9415,75.44628,26.0915,0.0,967.8173,5.95906,115.01687,0.0
2024-07-01 21:00:00,2.0,427.25,0.0,7.03,78.68,5.25,17.34,23.42,11.91,30.741499,76.76538,26.1915,0.2,967.2163,6.9247384,117.89718,0.0
2024-07-01 22:00:00,2.0,473.98,0.0,8.91,54.36,5.6,16.42,21.71,12.41,30.0915,82.54693,26.7915,0.3,967.65247,10.739833,193.57045,0.0
2024-07-01 23:00:00,2.0,467.3,0.0,9.17,43.63,5.9,14.64,19.25,10.89,27.991499,84.79094,25.1915,0.0,967.9722,15.937878,198.43504,0.0
2024-07-02 00:00:00,2.0,417.23,0.0,8.31,43.99,6.32,13.21,17.31,7.98,26.8415,91.5111,25.3415,0.4,969.537,11.753876,310.0302,0.0
2024-07-02 01:00:00,2.0,387.19,0.03,8.4,43.63,6.5,13.04,16.77,6.27,28.5915,91.88498,27.1415,0.3,967.4353,7.2,53.13002,18.0
2024-07-02 02:00:00,2.0,420.57,0.75,10.2,43.63,6.85,13.77,17.54,6.65,29.3915,88.50208,27.2915,0.0,967.98694,9.114471,99.090195,107.0
2024-07-02 03:00:00,2.0,487.33,2.07,12.0,52.93,7.27,14.78,18.7,7.6,30.8915,80.01863,27.0415,0.0,968.3986,9.387651,122.471176,276.0
2024-07-02 04:00:00,2.0,487.33,1.93,10.62,77.96,7.57,15.95,19.87,7.41,32.4415,70.52819,26.3915,0.0,968.71576,10.1887,122.00535,405.0
2024-07-02 05:00:00,3.0,480.65,1.2,8.23,113.01,8.34,20.38,24.46,7.73,34.391502,61.932167,26.0415,0.0,968.4772,10.990322,148.39255,602.0
2024-07-02 06:00:00,4.0,480.65,0.81,6.77,145.91,9.54,28.52,33.47,8.49,35.891502,57.675423,26.241499,0.0,968.49524,9.511088,150.5242,731.0
2024-07-02 07:00:00,4.0,453.95,0.68,5.65,148.77,9.66,29.39,41.16,7.73,37.091503,54.32319,26.3415,0.0,968.19635,9.504273,155.37645,799.0
2024-07-02 08:00:00,4.0,447.27,0.68,5.83,151.63,10.37,29.26,49.51,6.97,37.891502,52.316257,26.4415,0.0,967.5738,10.446206,178.02512,808.0
2024-07-02 09:00:00,4.0,467.3,0.69,6.77,165.94,12.16,32.32,59.73,7.03,38.7415,48.797672,26.0415,0.0,966.66174,9.021574,208.61037,759.0
2024-07-02 10:00:00,5.0,507.35,0.71,8.83,183.11,14.9,37.16,73.35,7.41,38.891502,47.8348,25.8415,0.0,965.98975,7.289445,212.90524,620.0
2024-07-02 11:00:00,5.0,560.76,0.71,12.34,183.11,16.69,38.77,81.47,7.73,38.891502,47.8348,25.8415,0.0,965.8921,4.896529,197.10281,454.0
2024-07-02 12:00:00,4.0,614.17,0.66,18.16,165.94,17.88,37.36,86.21,7.73,38.641502,47.06635,25.3415,0.0,965.67804,4.198285,149.03632,302.0
2024-07-02 13:00:00,3.0,781.06,0.5,31.53,135.9,20.27,36.55,91.53,8.49,36.9915,53.344166,25.9415,0.0,966.52966,3.396233,122.00535,152.0
2024-07-02 14:00:00,3.0,934.6,0.08,40.78,97.27,20.27,35.81,93.92,10.51,35.4915,59.13595,26.2915,0.0,966.8056,5.4477882,97.59455,44.0
2024-07-02 15:00:00,3.0,787.73,0.0,30.5,72.24,13.47,32.37,86.61,12.79,34.641502,60.716785,25.9415,0.0,967.4232,6.489992,70.559875,0.0
2024-07-02 16:00:00,3.0,574.11,0.0,17.14,67.95,7.75,27.87,64.96,14.31,33.9415,62.757828,25.8415,0.0,968.14984,12.9249525,77.125,0.0
2024-07-02 17:00:00,3.0,534.06,0.0,13.71,75.1,6.74,26.59,49.85,14.44,31.5415,71.416664,25.741499,0.0,968.9379,21.188072,99.78234,0.0
2024-07-02 18:00:00,2.0,527.38,0.0,13.19,80.11,6.97,24.74,38.97,12.67,30.0415,76.43296,25.4415,0.0,969.01404,16.923828,119.29127,0.0
2024-07-02 19:00:00,2.0,487.33,0.0,11.48,73.67,6.02,20.13,30.03,10.13,29.5415,79.132835,25.5415,0.0,969.0719,17.477621,122.38066,0.0
2024-07-02 20:00:00,2.0,440.6,0.0,8.83,64.37,5.19,17.01,25.03,8.87,29.0915,81.4576,25.5915,0.0,968.93835,18.25026,112.01134,0.0
2024-07-02 21:00:00,2.0,433.92,0.0,7.63,55.79,4.71,16.07,22.72,9.12,28.4415,84.83755,25.6415,0.0,968.7887,16.904673,116.56499,0.0
2024-07-02 22:00:00,2.0,460.62,0.0,7.88,49.35,4.41,15.49,20.34,9.25,28.0915,85.81558,25.491499,0.0,969.053,18.782204,102.17145,0.0
2024-07-02 23:00:00,2.0,480.65,0.0,8.14,44.7,4.35,14.47,17.72,8.74,27.3415,88.33704,25.241499,0.2,970.1628,17.654686,106.58742,0.0
2024-07-03 00:00:00,2.0,467.3,0.0,7.71,45.78,4.47,13.71,16.17,8.11,27.0915,88.31669,24.991499,0.0,970.3372,18.374111,124.62422,0.0
2024-07-03 01:00:00,2.0,460.62,0.01,6.94,52.21,4.35,13.42,15.73,7.22,28.241499,87.11171,25.8915,0.1,969.2602,10.948973,117.40749,20.0
2024-07-03 02:00:00,2.0,507.35,0.34,8.4,55.07,4.71,14.64,17.02,7.03,28.7915,84.62277,25.9415,0.1,969.59705,13.363711,117.25525,122.0
2024-07-03 03:00:00,2.0,567.44,1.26,9.51,65.09,5.13,17.79,20.27,7.16,30.2915,78.07293,26.0415,0.3,970.1068,15.7908325,133.1524,271.0
2024-07-03 04:00:00,2.0,567.44,1.33,8.23,87.98,5.48,22.45,25.03,7.41,31.6415,73.144966,26.241499,0.2,970.3112,16.548256,135.88132,361.0
2024-07-03 05:00:00,3.0,547.41,0.92,6.51,114.44,6.2,26.42,29.27,7.79,33.5415,63.987442,25.7915,0.0,970.3627,16.78156,157.28555,561.0
2024-07-03 06:00:00,3.0,514.03,0.72,5.57,133.04,7.21,28.34,31.96,8.04,34.6915,61.088215,26.0915,0.1,970.647,8.534353,152.35411,631.0
2024-07-03 07:00:00,3.0,460.62,0.64,4.93,137.33,7.63,26.22,34.92,7.41,36.091503,57.382126,26.3415,0.0,970.36456,7.491114,125.21768,667.0
2024-07-03 08:00:00,4.0,440.6,0.64,5.06,143.05,8.11,26.33,39.02,7.16,37.341503,54.543915,26.6415,0.0,969.7767,8.049845,153.43501,727.0
2024-07-03 09:00:00,4.0,440.6,0.64,5.57,151.63,8.7,27.93,42.52,7.28,38.091503,52.519924,26.6915,0.0,968.955,6.519877,173.6599,731.0
2024-07-03 10:00:00,4.0,453.95,0.64,6.68,154.5,9.89,28.52,45.41,7.28,38.4915,51.546654,26.741499,0.0,968.39966,5.8603754,169.3804,645.0
2024-07-03 11:00:00,4.0,467.3,0.61,8.48,151.63,10.97,28.68,47.61,7.28,38.7915,51.017788,26.8415,0.0,968.1294,6.193674,144.46223,501.0
2024-07-03 12:00:00,4.0,500.68,0.51,11.48,143.05,11.56,28.75,49.61,7.54,38.2415,52.24846,26.741499,0.0,967.9904,9.885262,123.11135,324.0
2024-07-03 13:00:00,3.0,667.57,0.46,22.62,118.73,11.8,29.37,51.37,9.12,35.7415,66.73412,28.5915,0.2,969.2643,14.869351,186.95287,156.0
2024-07-03 14:00:00,3.0,814.44,0.1,30.5,92.98,11.21,30.19,51.6,11.4,29.5415,90.60837,27.8415,1.9,969.4621,20.771093,154.32323,34.0
2024-07-03 15:00:00,3.0,747.68,0.0,25.02,85.12,9.66,29.77,48.25,12.54,29.7915,86.23208,27.241499,0.1,970.4572,20.929594,130.81499,0.0
2024-07-03 16:00:00,3.0,620.84,0.0,16.62,85.12,6.91,26.25,37.56,13.17,29.7915,86.73901,27.3415,0.0,971.5301,27.438046,128.07283,0.0
2024-07-03 17:00:00,2.0,580.79,0.0,13.19,68.66,5.3,20.75,26.2,13.05,29.4415,84.69049,26.5915,0.0,972.37976,21.67487,122.106224,0.0
2024-07-03 18:00:00,2.0,587.46,0.0,12.17,58.65,4.89,18.34,21.83,12.67,29.6415,84.21412,26.6915,0.0,972.8836,23.73271,112.28564,0.0
2024-07-03 19:00:00,2.0,600.81,0.0,9.94,66.52,4.89,21.18,23.62,10.39,28.8415,84.878784,26.0415,0.0,972.5268,23.507751,130.0302,0.0
2024-07-03 20:00:00,2.0,614.17,0.0,7.54,74.39,4.77,23.74,25.29,7.22,28.1415,86.844986,25.741499,0.1,973.05554,21.758419,106.33612,0.0
2024-07-03 21:00:00,2.0,600.81,0.0,6.17,74.39,4.47,22.6,23.65,5.07,27.241499,88.85635,25.241499,0.3,972.2997,22.805367,101.84206,0.0
2024-07-03 22:00:00,2.0,580.79,0.0,5.83,69.38,4.17,20.0,20.9,4.24,26.241499,92.29771,24.8915,0.8,972.9005,22.461807,96.441505,0.0
2024-07-03 23:00:00,2.0,574.11,0.0,5.91,62.94,3.93,17.83,18.75,4.37,26.1415,90.38076,24.4415,0.2,972.9901,24.472057,116.18805,0.0
2024-07-04 00:00:00,2.0,607.49,0.0,6.94,54.36,3.99,17.81,18.76,4.5,25.8915,92.27835,24.5415,4.0,974.13965,17.294992,87.614105,0.0
2024-07-04 01:00:00,2.0,654.22,0.01,8.23,47.92,4.17,17.29,18.19,4.12,26.8915,92.05955,25.491499,1.2,974.5141,19.770523,100.491425,21.0
2024-07-04 02:00:00,2.0,694.27,0.16,10.37,46.49,4.53,15.8,16.9,4.12,26.6915,90.148926,24.9415,0.3,975.66785,18.11841,110.95586,50.0
2024-07-04 03:00:00,2.0,747.68,0.23,13.54,45.78,4.89,14.82,16.05,4.43,27.5915,85.256775,24.8915,0.1,975.2536,22.183128,131.71066,145.0
2024-07-04 04:00:00,2.0,807.76,0.75,13.54,49.35,5.25,17.32,18.91,5.64,28.991499,78.11949,24.7915,0.1,975.65955,21.868332,122.90524,273.0
2024-07-04 05:00:00,2.0,841.14,0.88,12.51,56.51,5.96,20.24,22.28,7.03,29.9415,73.95375,24.7915,0.2,976.02856,21.178896,148.20113,393.0
2024-07-04 06:00:00,2.0,814.44,0.98,10.28,77.25,6.56,21.9,23.99,7.28,30.5915,71.67442,24.8915,0.0,975.983,19.376562,144.83348,399.0
2024-07-04 07:00:00,3.0,700.95,0.74,7.54,104.43,6.32,21.0,22.82,6.27,31.6915,66.32208,24.6415,0.0,975.095,15.9134655,142.35231,425.0
2024-07-04 08:00:00,3.0,620.84,0.68,7.28,103.0,5.9,16.9,18.71,5.83,33.7415,59.26558,24.6915,0.0,974.2808,14.05845,140.19447,546.0
2024-07-04 09:00:00,3.0,594.14,0.77,6.85,113.01,5.84,19.6,21.74,6.08,34.641502,57.043327,24.8915,0.0,973.27747,11.457958,133.72705,598.0
2024-07-04 10:00:00,3.0,600.81,0.81,7.37,120.16,6.44,23.06,25.55,6.52,34.4415,58.026188,24.991499,0.0,972.6768,10.495713,120.96369,465.0
2024-07-04 11:00:00,3.0,607.49,0.81,8.48,114.44,6.38,22.57,25.19,6.9,34.1915,58.664433,24.9415,0.0,972.1693,10.829958,111.44781,362.0
2024-07-04 12:00:00,3.0,614.17,0.73,10.28,107.29,5.9,21.16,23.69,7.16,33.891502,59.29973,24.8415,0.0,971.7558,11.165805,110.77233,257.0
2024-07-04 13:00:00,2.0,660.9,0.53,15.08,95.84,5.48,21.05,23.77,8.36,32.141502,64.07492,24.491499,0.0,972.59424,10.464797,116.56499,150.0
2024-07-04 14:00:00,2.0,707.63,0.09,18.16,86.55,6.08,22.73,26.23,10.89,31.0415,69.439926,24.7915,0.0,972.6049,12.413477,119.53869,40.0
2024-07-04 15:00:00,2.0,720.98,0.0,18.51,78.68,6.91,23.75,28.21,13.05,30.3915,72.49983,24.8915,0.0,972.8458,11.298495,120.65059,0.0
2024-07-04 16:00:00,3.0,694.27,0.0,15.94,77.96,6.74,25.24,30.18,14.95,29.991499,73.52164,24.741499,0.0,973.4967,11.592895,115.76928,0.0
2024-07-04 17:00:00,3.0,667.57,0.0,13.37,82.97,5.84,28.35,33.21,15.83,29.5915,74.562126,24.5915,0.0,973.8549,12.245293,114.30454,0.0
2024-07-04 18:00:00,3.0,640.87,0.0,11.48,86.55,4.95,29.8,34.19,15.71,29.0915,76.288216,24.491499,0.0,973.6197,11.631956,111.801476,0.0
2024-07-04 19:00:00,3.0,660.9,0.0,11.14,81.54,4.59,30.02,33.39,12.92,28.6915,77.8432,24.4415,0.0,973.295,10.163227,112.93214,0.0
2024-07-04 20:00:00,3.0,680.92,0.0,10.88,71.53,4.77,29.93,32.65,9.25,28.4415,79.21822,24.491499,0.0,973.07965,8.766573,109.17911,0.0
2024-07-04 21:00:00,3.0,694.27,0.0,10.28,64.37,5.42,29.94,32.31,7.03,28.1915,80.61959,24.5415,0.0,972.76697,8.759178,99.46225,0.0
2024-07-04 22:00:00,3.0,700.95,0.0,10.62,59.37,5.66,30.43,32.63,6.4,27.991499,81.56463,24.5415,0.0,972.1656,11.183201,123.17853,0.0
2024-07-04 23:00:00,3.0,707.63,0.0,11.14,53.64,5.6,30.53,32.83,6.08,27.8915,82.28753,24.5915,0.0,972.64496,7.7043357,127.40543,0.0
2024-07-05 00:00:00,3.0,727.65,0.0,12.51,46.49,5.42,31.15,33.65,6.14,27.5415,84.99759,24.7915,0.0,973.1044,2.6208394,74.054535,0.0
2024-07-05 01:00:00,3.0,781.06,0.0,15.08,38.98,5.25,33.44,36.44,6.84,28.491499,79.46235,24.5915,0.0,972.40106,7.7879906,123.6901,25.0
2024-07-05 02:00:00,3.0,988.01,0.03,26.39,25.75,6.5,41.12,45.19,8.11,29.241499,76.99816,24.7915,0.0,972.6564,12.229406,132.61403,123.0
2024-07-05 03:00:00,3.0,1241.68,0.47,39.76,13.05,8.7,49.51,53.98,8.99,30.1415,74.42901,25.0915,0.0,972.6308,13.493999,133.91916,237.0
2024-07-05 04:00:00,3.0,1068.12,0.19,26.73,27.89,11.09,47.3,50.01,7.41,31.241499,70.31016,25.1915,0.0,972.7183,13.891522,148.78166,404.0
2024-07-05 05:00:00,3.0,988.01,0.42,21.59,37.55,11.21,46.58,48.86,6.84,31.991499,67.37863,25.1915,0.0,972.5827,10.685391,147.38077,440.0
2024-07-05 06:00:00,4.0,934.6,0.45,17.82,55.79,11.56,50.68,52.84,7.03,32.391502,66.06805,25.241499,0.1,972.51666,10.296251,143.53067,416.0
2024-07-05 07:00:00,4.0,881.2,0.52,14.39,81.54,11.09,55.09,57.07,6.84,33.891502,61.45716,25.4415,0.0,971.56067,10.233123,140.71062,714.0
2024-07-05 08:00:00,4.0,867.84,0.57,11.82,108.72,10.13,59.74,61.66,6.78,34.7415,59.846405,25.7915,0.0,970.8461,9.673221,135.0001,738.0
2024-07-05 09:00:00,4.0,854.49,0.57,10.37,130.18,9.42,62.12,64.1,7.09,35.341503,56.531662,25.3915,0.0,969.7214,9.693296,148.67137,689.0
2024-07-05 10:00:00,4.0,854.49,0.59,10.2,143.05,9.54,61.17,63.12,7.35,35.341503,54.872997,24.8915,0.0,968.7456,12.397806,154.17906,474.0
2024-07-05 11:00:00,4.0,854.49,0.62,10.62,143.05,8.82,54.27,56.06,7.16,33.5415,61.93097,25.241499,0.0,968.60657,15.463244,102.09474,404.0
2024-07-05 12:00:00,3.0,854.49,0.66,12.51,133.04,7.45,42.23,43.83,6.71,32.891502,64.42354,25.2915,0.9,968.2633,12.303366,110.55613,246.0
2024-07-05 13:00:00,3.0,841.14,0.4,14.57,120.16,6.79,32.51,34.2,6.84,31.491499,72.25936,25.8915,0.0,968.25104,9.779817,83.659904,145.0
2024-07-05 14:00:00,3.0,821.11,0.06,15.25,107.29,7.15,28.71,30.84,7.79,30.6415,76.29768,25.991499,0.0,968.8665,11.542478,93.57626,42.0
2024-07-05 15:00:00,3.0,807.76,0.0,14.22,100.14,7.45,27.93,30.44,8.23,29.8415,79.17384,25.8415,0.0,968.8031,14.05845,92.935616,0.0
2024-07-05 16:00:00,3.0,827.79,0.0,14.57,92.98,7.39,31.45,34.75,9.25,29.4415,80.54071,25.741499,0.0,969.6489,13.450708,105.52418,0.0
2024-07-05 17:00:00,3.0,881.2,0.0,15.94,85.12,7.87,37.94,42.23,10.01,29.241499,81.71801,25.7915,0.0,970.31573,12.904882,120.141304,0.0
2024-07-05 18:00:00,3.0,921.25,0.0,16.11,81.54,8.23,44.61,49.37,9.75,28.991499,81.20364,25.4415,0.0,970.39307,13.797913,105.12406,0.0
2024-07-05 19:00:00,3.0,894.55,0.0,14.22,82.25,7.87,48.86,52.85,7.98,28.8915,79.51644,24.991499,0.0,969.6049,16.418526,105.25517,0.0
2024-07-05 20:00:00,3.0,834.47,0.0,10.2,81.54,6.5,46.26,48.68,5.07,28.5415,74.84075,23.6415,0.0,968.6016,18.448023,107.020615,0.0
2024-07-05 21:00:00,3.0,754.36,0.0,7.71,77.96,4.83,36.84,38.15,3.26,27.491499,78.139114,23.3415,0.0,968.51685,18.359999,118.072395,0.0
2024-07-05 22:00:00,3.0,687.6,0.0,6.25,77.96,4.29,27.74,28.55,2.56,26.3915,83.861755,23.4415,1.7,969.30536,13.698934,93.012726,0.0
2024-07-05 23:00:00,3.0,660.9,0.0,6.6,70.1,4.95,25.36,26.23,2.94,25.1415,92.514534,23.8415,4.6,969.59283,15.517629,86.00917,0.0
2024-07-06 00:00:00,3.0,667.57,0.0,8.31,58.65,6.44,26.27,27.35,3.64,25.0915,93.91253,24.0415,3.2,970.1738,14.113653,84.14409,0.0
2024-07-06 01:00:00,3.0,700.95,0.0,10.97,46.49,7.33,27.6,29.01,4.56,25.0915,93.91253,24.0415,0.2,970.8563,4.8965297,53.972538,12.0
2024-07-06 02:00:00,3.0,807.76,0.0,16.96,34.33,7.51,29.87,31.84,5.26,25.241499,93.91914,24.1915,1.2,970.0886,13.37825,113.80595,15.0
2024-07-06 03:00:00,3.0,947.95,0.13,22.62,27.18,7.15,32.36,34.5,5.07,26.0415,92.01126,24.6415,1.3,970.73926,11.246759,129.80553,88.0
2024-07-06 04:00:00,3.0,961.3,0.91,19.54,34.69,6.44,33.91,35.94,4.94,27.4415,85.49655,24.7915,0.7,970.56067,17.786331,125.94221,233.0
2024-07-06 05:00:00,3.0,921.25,0.84,16.45,44.35,6.44,35.26,37.26,5.13,28.3415,83.0801,25.1915,0.3,970.63336,16.78156,125.39488,267.0
2024-07-06 06:00:00,3.0,881.2,0.73,14.05,55.79,6.62,37.39,39.19,5.26,28.991499,80.722336,25.3415,0.1,970.8807,13.217443,119.357666,281.0
2024-07-06 07:00:00,3.0,881.2,0.72,11.31,80.82,6.79,40.18,41.7,5.07,30.0415,75.7543,25.2915,0.1,970.6722,11.212135,132.39738,398.0
2024-07-06 08:00:00,3.0,894.55,0.5,10.02,104.43,6.85,41.37,42.88,5.38,30.8915,73.018394,25.491499,0.1,970.25195,9.387651,147.52882,435.0
2024-07-06 09:00:00,3.0,907.9,0.43,9.85,117.3,6.91,38.77,40.31,5.76,31.7915,69.16759,25.4415,0.0,969.25006,9.931042,133.53127,450.0
2024-07-06 10:00:00,3.0,907.9,0.21,10.8,120.16,7.75,32.28,33.83,5.64,32.2915,66.24482,25.1915,0.0,968.80164,7.968939,108.43504,444.0
2024-07-06 11:00:00,3.0,881.2,0.19,11.48,117.3,8.23,28.56,30.16,5.7,32.5415,64.542725,24.991499,0.0,968.1383,6.924738,98.97255,353.0
2024-07-06 12:00:00,3.0,894.55,0.2,12.51,117.3,8.23,28.56,30.25,6.02,32.4915,64.532326,24.9415,0.4,968.3294,7.6367526,135.0001,315.0
2024-07-06 13:00:00,3.0,1028.06,0.15,19.88,104.43,6.68,31.77,34.1,7.92,30.6915,71.265686,24.8915,0.0,969.35815,9.605998,102.99462,124.0
2024-07-06 14:00:00,3.0,1134.87,0.02,23.65,86.55,6.02,37.25,40.94,11.91,29.7915,75.94133,25.0915,0.0,969.48193,6.379216,106.38962,42.0
2024-07-06 15:00:00,3.0,1148.22,0.0,21.08,79.39,6.38,42.27,47.12,15.07,29.1915,78.61522,25.0915,0.0,970.1167,8.707238,82.875084,0.0
2024-07-06 16:00:00,3.0,1068.12,0.0,15.94,84.4,5.66,43.96,49.05,16.21,28.741499,80.45025,25.0415,0.0,970.9583,10.1376915,83.88459,0.0
2024-07-06 17:00:00,3.0,1001.36,0.0,13.37,90.84,4.83,46.37,51.28,15.96,28.5915,79.23876,24.6415,0.0,971.4337,12.245294,88.31535,0.0
2024-07-06 18:00:00,4.0,1001.36,0.0,12.51,89.41,4.59,52.84,57.86,16.47,27.9415,82.293526,24.6415,1.0,971.0889,14.118243,109.359085,0.0
2024-07-06 19:00:00,4.0,1001.36,0.0,11.48,77.96,4.71,54.24,58.36,15.2,27.1415,86.2369,24.6415,0.2,971.6089,16.179987,147.72438,0.0
2024-07-06 20:00:00,4.0,1001.36,0.0,11.14,62.23,4.59,52.68,56.15,12.79,25.741499,91.44434,24.241499,14.2,972.37195,8.311245,107.650215,0.0
2024-07-06 21:00:00,3.0,961.3,0.0,10.71,51.5,4.17,49.82,53.04,10.39,25.3915,92.80608,24.1415,0.8,972.34326,9.028754,94.57384,0.0
2024-07-06 22:00:00,3.0,921.25,0.0,10.37,44.7,4.11,45.64,48.65,8.11,25.0415,93.9103,23.991499,0.5,971.7295,10.630672,118.30067,0.0
2024-07-06 23:00:00,3.0,894.55,0.0,10.11,40.77,4.41,42.84,45.41,6.27,24.991499,94.19066,23.991499,0.5,972.1155,8.557102,112.24908,0.0
2024-07-07 00:00:00,3.0,894.55,0.0,10.28,38.98,5.36,42.12,44.14,4.88,24.9415,95.61298,24.1915,0.4,972.01373,8.766573,109.17911,0.0
2024-07-07 01:00:00,3.0,907.9,0.0,11.14,38.27,5.84,41.54,43.23,4.62,25.3415,91.69517,23.8915,0.0,972.9243,10.853866,95.7105,15.0
2024-07-07 02:00:00,3.0,894.55,0.02,13.37,36.48,5.54,36.58,38.4,5.07,25.6915,89.80872,23.8915,0.0,973.6355,14.689589,107.10281,75.0
2024-07-07 03:00:00,3.0,834.47,0.14,15.42,40.41,5.36,28.53,30.36,5.07,26.8415,82.16181,23.5415,0.2,974.6075,13.684735,116.56499,246.0
2024-07-07 04:00:00,2.0,714.3,0.29,12.0,56.51,5.19,18.9,20.42,4.24,28.1415,77.06493,23.741499,0.0,974.71344,14.182355,113.962494,325.0
2024-07-07 05:00:00,2.0,647.54,0.36,10.11,62.94,5.66,14.77,16.31,4.43,29.3915,74.08446,24.2915,0.1,974.5215,13.896187,126.57312,392.0
2024-07-07 06:00:00,2.0,620.84,0.46,9.34,64.37,6.5,15.34,16.98,5.19,30.1415,71.38086,24.3915,0.0,974.28894,11.983188,122.73522,378.0
2024-07-07 07:00:00,2.0,587.46,0.46,8.65,70.81,7.09,15.14,16.63,5.07,31.1415,68.02118,24.5415,0.0,973.7834,7.5685663,92.72626,533.0
2024-07-07 08:00:00,2.0,560.76,0.48,8.48,81.54,8.11,16.39,17.85,5.07,31.991499,64.04337,24.3415,0.0,973.0705,5.506941,78.6901,536.0
2024-07-07 09:00:00,2.0,574.11,0.48,9.08,92.98,9.54,19.63,21.23,5.64,32.7415,60.83781,24.1915,0.0,972.5439,2.9024127,97.12492,544.0
2024-07-07 10:00:00,3.0,580.79,0.6,9.94,104.43,11.56,22.47,24.17,5.64,32.9415,60.3375,24.241499,0.0,972.0721,2.3051248,128.65984,434.0
2024-07-07 11:00:00,3.0,594.14,0.64,10.97,117.3,12.87,26.6,28.44,6.02,33.141502,59.66311,24.241499,0.0,971.8925,3.8268526,138.81418,379.0
2024-07-07 12:00:00,3.0,620.84,0.64,12.68,120.16,12.4,28.1,30.05,6.59,32.7915,61.767086,24.491499,0.0,971.6698,7.42159,157.1663,237.0
2024-07-07 13:00:00,3.0,774.38,0.76,21.93,97.27,9.3,26.49,28.99,8.23,30.5415,71.02639,24.6915,0.0,972.9555,9.585739,145.71307,133.0
2024-07-07 14:00:00,2.0,947.95,0.21,32.56,64.37,7.33,24.88,28.4,10.77,29.241499,77.22834,24.8415,0.0,973.3391,9.605998,167.00539,43.0
